4.58257569495584,160,110,3.9,2.62,16.46,0,1,4,4,1
4.58257569495584,160,110,3.9,2.875,17.02,0,1,4,4,1
4.77493455452533,108,93,3.85,2.32,18.61,1,1,4,1,1
4.62601340248815,258,110,3.08,3.215,19.44,1,0,3,1,1
4.32434966208793,360,175,3.15,3.44,17.02,0,0,3,2,1
4.25440947723653,225,105,2.76,3.46,20.22,1,0,3,1,1
3.78153408023781,360,245,3.21,3.57,15.84,0,0,3,4,0
4.93963561409139,146.7,62,3.69,3.19,20,1,0,4,2,1
4.77493455452533,140.8,95,3.92,3.15,22.9,1,0,4,2,1
4.38178046004133,167.6,123,3.92,3.44,18.3,1,0,4,4,1
4.2190046219458,167.6,123,3.92,3.44,18.9,1,0,4,4,1
4.04969134626332,275.8,180,3.07,4.07,17.4,0,0,3,3,1
4.15932686861708,275.8,180,3.07,3.73,17.6,0,0,3,3,1
3.89871773792359,275.8,180,3.07,3.78,18,0,0,3,3,0
3.22490309931942,472,205,2.93,5.25,17.98,0,0,3,4,0
3.22490309931942,460,215,3,5.424,17.82,0,0,3,4,0
3.83405790253616,440,230,3.23,5.345,17.42,0,0,3,4,0
5.69209978830308,78.7,66,4.08,2.2,19.47,1,1,4,1,1
5.51361950083609,75.7,52,4.93,1.615,18.52,1,1,4,2,1
5.82237065120385,71.1,65,4.22,1.835,19.9,1,1,4,1,1
4.63680924774785,120.1,97,3.7,2.465,20.01,1,0,3,1,1
3.93700393700591,318,150,2.76,3.52,16.87,0,0,3,2,0
3.89871773792359,304,150,3.15,3.435,17.3,0,0,3,2,0
3.64691650576209,350,245,3.73,3.84,15.41,0,0,3,4,0
4.38178046004133,400,175,3.08,3.845,17.05,0,0,3,2,1
5.22494019104525,79,66,4.08,1.935,18.9,1,1,4,1,1
5.09901951359278,120.3,91,4.43,2.14,16.7,0,1,5,2,1
5.51361950083609,95.1,113,3.77,1.513,16.9,1,1,5,2,1
3.97492138287036,351,264,4.22,3.17,14.5,0,1,5,4,0
4.43846820423443,145,175,3.62,2.77,15.5,0,1,5,6,1
3.87298334620742,301,335,3.54,3.57,14.6,0,1,5,8,0
4.62601340248815,121,109,4.11,2.78,18.6,1,1,4,2,1
