1, 0
0.992114701314478, 0.125333233564304
0.968583161128631, 0.248689887164855
0.929776485888251, 0.368124552684678
0.876306680043864, 0.481753674101715
0.809016994374947, 0.587785252292473
0.728968627421412, 0.684547105928689
0.63742398974869, 0.770513242775789
0.535826794978997, 0.844327925502015
0.425779291565073, 0.904827052466019
0.309016994374948, 0.951056516295154
0.187381314585725, 0.982287250728689
0.0627905195293137, 0.998026728428272
-0.062790519529313, 0.998026728428272
-0.187381314585724, 0.982287250728689
-0.309016994374947, 0.951056516295154
-0.425779291565072, 0.90482705246602
-0.535826794978996, 0.844327925502015
-0.63742398974869, 0.770513242775789
-0.728968627421412, 0.684547105928689
-0.809016994374948, 0.587785252292473
-0.876306680043864, 0.481753674101715
-0.929776485888252, 0.368124552684677
-0.968583161128631, 0.248689887164854
-0.992114701314478, 0.125333233564303
-1, -1.20980294963545e-15
-0.992114701314478, -0.125333233564306
-0.968583161128631, -0.248689887164856
-0.929776485888251, -0.36812455268468
-0.876306680043863, -0.481753674101717
-0.809016994374946, -0.587785252292475
-0.72896862742141, -0.68454710592869
-0.637423989748688, -0.77051324277579
-0.535826794978995, -0.844327925502016
-0.425779291565071, -0.90482705246602
-0.309016994374945, -0.951056516295154
-0.187381314585722, -0.982287250728689
-0.0627905195293105, -0.998026728428272
0.0627905195293164, -0.998026728428271
0.187381314585728, -0.982287250728688
0.309016994374951, -0.951056516295153
0.425779291565076, -0.904827052466018
0.535826794979, -0.844327925502013
0.637423989748693, -0.770513242775787
0.728968627421414, -0.684547105928686
0.80901699437495, -0.58778525229247
0.876306680043866, -0.481753674101711
0.929776485888253, -0.368124552684674
0.968583161128632, -0.24868988716485
0.992114701314478, -0.125333233564299
